"age","created_timestamp","kidsarc_response_id","participant_fk","itemid","A","B","C","D","response","correct","saveitem_timestamp","rt"
"42","2023-12-09 13:07:07","567","4562","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:10:16","2147483647"
"36","2023-12-09 13:06:48","568","4561","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","3333044444220005550060000","0","2023-12-09 13:11:21","74448"
"36","2023-12-09 13:06:48","569","4561","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-09 13:11:42","20386"
"36","2023-12-09 13:06:48","570","4561","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 13:12:09","26938"
"36","2023-12-09 13:06:48","571","4561","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0000011313113030031300000","0","2023-12-09 13:12:51","41835"
"36","2023-12-09 13:06:48","572","4561","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006060000000606000000","0","2023-12-09 13:13:28","36468"
"11","2023-12-09 13:16:22","573","4571","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:17:01","2147483647"
"11","2023-12-09 13:16:22","574","4571","2","700000000","700000700","770000000","770000770","770000700","0","2023-12-09 13:17:11","2147483647"
"11","2023-12-09 13:16:22","575","4571","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:17:20","2147483647"
"11","2023-12-09 13:16:22","576","4571","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:17:29","2147483647"
"11","2023-12-09 13:16:22","577","4571","5","700770000","770700000","700700770","777700000","000777700","0","2023-12-09 13:18:21","2147483647"
"11","2023-12-09 13:16:22","578","4571","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:18:54","2147483647"
"11","2023-12-09 13:16:22","579","4571","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:19:09","2147483647"
"11","2023-12-09 13:16:22","580","4571","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:19:24","2147483647"
"10","2023-12-09 13:21:11","581","4576","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:22:26","2147483647"
"11","2023-12-09 13:19:53","582","4574","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 13:23:14","190719"
"10","2023-12-09 13:21:11","583","4576","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 13:23:38","2147483647"
"10","2023-12-09 13:21:11","584","4576","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:23:57","2147483647"
"10","2023-12-09 13:21:11","585","4576","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:24:07","2147483647"
"10","2023-12-09 13:21:11","586","4576","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 13:24:17","2147483647"
"11","2023-12-09 13:19:53","587","4574","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","0000055500505005050055500","0","2023-12-09 13:24:20","65517"
"10","2023-12-09 13:21:11","588","4576","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:24:36","2147483647"
"11","2023-12-09 13:19:53","589","4574","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0010001310100010000000000","0","2023-12-09 13:24:49","28274"
"10","2023-12-09 13:21:11","590","4576","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:24:54","2147483647"
"10","2023-12-09 13:21:11","591","4576","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:25:11","2147483647"
"11","2023-12-09 13:19:53","592","4574","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-09 13:25:15","26766"
"11","2023-12-09 13:19:53","593","4574","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-09 13:25:59","43366"
"11","2023-12-09 13:19:53","594","4574","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 13:26:24","25306"
"11","2023-12-09 13:19:53","595","4574","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-09 13:27:06","41887"
"8","2023-12-09 13:26:18","596","4584","1","000220220","000000200","000110110","000000100","000110110","0","2023-12-09 13:27:23","2147483647"
"8","2023-12-09 13:26:18","597","4584","2","700000000","700000700","770000000","770000770","770000000","0","2023-12-09 13:27:28","2147483647"
"8","2023-12-09 13:26:18","598","4584","3","040040040","060060060","000444000","000666000","000444000","0","2023-12-09 13:27:32","2147483647"
"8","2023-12-09 13:26:18","599","4584","4","400400000","000400400","404404000","000404404","404404000","0","2023-12-09 13:27:38","2147483647"
"8","2023-12-09 13:26:18","600","4584","5","700770000","770700000","700700770","777700000","700700770","0","2023-12-09 13:27:44","2147483647"
"8","2023-12-09 13:26:18","601","4584","6","110005005","330007007","050050011","070070033","050050011","0","2023-12-09 13:27:50","2147483647"
"10","2023-12-09 13:27:10","602","4587","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:27:55","2147483647"
"8","2023-12-09 13:26:18","603","4584","7","110000000","111000000","000102102","102102102","000102102","0","2023-12-09 13:27:56","2147483647"
"11","2023-12-09 13:19:53","604","4574","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006060000000606000000","0","2023-12-09 13:28:00","54052"
"8","2023-12-09 13:26:18","605","4584","8","330000000","000333000","330440000","000333444","330440000","0","2023-12-09 13:28:02","2147483647"
"11","2023-12-09 13:28:25","606","4590","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:28:54","2147483647"
"10","2023-12-09 13:27:10","607","4587","2","700000000","700000700","770000000","770000770","700700700","0","2023-12-09 13:29:09","2147483647"
"11","2023-12-09 13:28:25","608","4590","2","700000000","700000700","770000000","770000770","700000700","0","2023-12-09 13:29:12","2147483647"
"10","2023-12-09 13:27:10","609","4587","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:29:16","2147483647"
"11","2023-12-09 13:28:25","610","4590","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:29:23","2147483647"
"10","2023-12-09 13:27:10","611","4587","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:29:26","2147483647"
"10","2023-12-09 13:27:10","612","4587","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-09 13:29:33","2147483647"
"11","2023-12-09 13:28:25","613","4590","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:29:48","2147483647"
"10","2023-12-09 13:27:10","614","4587","6","110005005","330007007","050050011","070070033","050050033","0","2023-12-09 13:29:55","2147483647"
"11","2023-12-09 13:28:25","615","4590","5","700770000","770700000","700700770","777700000","000777700","0","2023-12-09 13:30:02","2147483647"
"10","2023-12-09 13:27:10","616","4587","7","110000000","111000000","000102102","102102102","000112112","0","2023-12-09 13:30:39","2147483647"
"11","2023-12-09 13:28:25","617","4590","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:30:42","2147483647"
"10","2023-12-09 13:27:10","618","4587","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:30:50","2147483647"
"11","2023-12-09 13:28:25","619","4590","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:30:57","2147483647"
"8","2023-12-09 13:29:43","620","4592","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:31:16","2147483647"
"11","2023-12-09 13:28:25","621","4590","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:31:17","2147483647"
"8","2023-12-09 13:29:43","622","4592","2","700000000","700000700","770000000","770000770","700000700","0","2023-12-09 13:31:26","2147483647"
"8","2023-12-09 13:29:43","623","4592","3","040040040","060060060","000444000","000666000","060060060","0","2023-12-09 13:31:34","2147483647"
"10","2023-12-09 13:31:10","624","4595","1","000220220","000000200","000110110","000000100","000000000","0","2023-12-09 13:31:39","2147483647"
"10","2023-12-09 13:31:10","625","4595","2","700000000","700000700","770000000","770000770","000000000","0","2023-12-09 13:31:39","2147483647"
"10","2023-12-09 13:31:10","626","4595","3","040040040","060060060","000444000","000666000","000000000","0","2023-12-09 13:31:40","2147483647"
"10","2023-12-09 13:31:10","627","4595","4","400400000","000400400","404404000","000404404","000000000","0","2023-12-09 13:31:40","2147483647"
"10","2023-12-09 13:31:10","628","4595","5","700770000","770700000","700700770","777700000","000000000","0","2023-12-09 13:31:41","2147483647"
"10","2023-12-09 13:31:10","629","4595","6","110005005","330007007","050050011","070070033","000000000","0","2023-12-09 13:31:41","2147483647"
"10","2023-12-09 13:31:10","630","4595","7","110000000","111000000","000102102","102102102","000000000","0","2023-12-09 13:31:42","2147483647"
"10","2023-12-09 13:31:10","631","4595","8","330000000","000333000","330440000","000333444","000000000","0","2023-12-09 13:31:43","2147483647"
"48","2023-12-09 13:29:37","632","4591","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","1101111010555550000000000","0","2023-12-09 13:31:52","87492"
"8","2023-12-09 13:29:43","633","4592","4","400400000","000400400","404404000","000404404","000400400","0","2023-12-09 13:32:06","2147483647"
"8","2023-12-09 13:29:43","634","4592","5","700770000","770700000","700700770","777700000","770700000","0","2023-12-09 13:32:12","2147483647"
"48","2023-12-09 13:29:37","635","4591","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","0000005555050050555500000","0","2023-12-09 13:32:18","25904"
"8","2023-12-09 13:29:43","636","4592","6","110005005","330007007","050050011","070070033","550001001","0","2023-12-09 13:32:32","2147483647"
"8","2023-12-09 13:29:43","637","4592","7","110000000","111000000","000102102","102102102","121000000","0","2023-12-09 13:32:48","2147483647"
"48","2023-12-09 13:29:37","638","4591","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","2222220302222220000000000","0","2023-12-09 13:32:49","31499"
"8","2023-12-09 13:29:43","639","4592","8","330000000","000333000","330440000","000333444","000434000","0","2023-12-09 13:33:09","2147483647"
"11","2023-12-09 13:32:58","640","4601","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 13:33:51","29333"
"48","2023-12-09 13:29:37","641","4591","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","0000033000444006666022222","0","2023-12-09 13:34:09","79817"
"48","2023-12-09 13:29:37","642","4591","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000000055000","0","2023-12-09 13:34:20","10538"
"11","2023-12-09 13:32:58","643","4601","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5550050500505005550000000","0","2023-12-09 13:34:21","29640"
"48","2023-12-09 13:29:37","644","4591","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 13:34:36","16456"
"11","2023-12-09 13:32:58","645","4601","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0010001010103010101000100","0","2023-12-09 13:34:53","31244"
"48","2023-12-09 13:29:37","646","4591","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0000033333011013333300000","0","2023-12-09 13:34:54","17280"
"48","2023-12-09 13:29:37","647","4591","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006060000000606000000","0","2023-12-09 13:35:04","9671"
"11","2023-12-09 13:32:58","648","4601","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-09 13:35:33","40269"
"11","2023-12-09 13:32:58","649","4601","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-09 13:35:53","19296"
"11","2023-12-09 13:32:58","650","4601","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 13:36:11","17903"
"36","2023-12-09 13:35:55","651","4606","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:36:11","2147483647"
"36","2023-12-09 13:35:55","652","4606","2","700000000","700000700","770000000","770000770","000000770","0","2023-12-09 13:36:18","2147483647"
"36","2023-12-09 13:35:55","653","4606","3","040040040","060060060","000444000","000666000","000444000","0","2023-12-09 13:36:23","2147483647"
"11","2023-12-09 13:32:58","654","4601","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-09 13:36:29","18127"
"36","2023-12-09 13:35:55","655","4606","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:36:37","2147483647"
"11","2023-12-09 13:32:58","656","4601","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006060000000606000000","0","2023-12-09 13:36:43","13868"
"36","2023-12-09 13:35:55","657","4606","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 13:36:45","2147483647"
"36","2023-12-09 13:35:55","658","4606","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:36:57","2147483647"
"36","2023-12-09 13:35:55","659","4606","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:37:08","2147483647"
"36","2023-12-09 13:35:55","660","4606","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:37:18","2147483647"
"36","2023-12-09 13:37:31","661","4611","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:37:44","2147483647"
"36","2023-12-09 13:37:31","662","4611","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 13:37:49","2147483647"
"36","2023-12-09 13:37:31","663","4611","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:37:58","2147483647"
"36","2023-12-09 13:37:31","664","4611","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:38:03","2147483647"
"36","2023-12-09 13:37:31","665","4611","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 13:38:14","2147483647"
"36","2023-12-09 13:37:31","666","4611","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:38:22","2147483647"
"36","2023-12-09 13:37:31","667","4611","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:38:32","2147483647"
"10","2023-12-09 13:38:19","668","4617","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 13:38:46","19103"
"36","2023-12-09 13:37:31","669","4611","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:38:48","2147483647"
"10","2023-12-09 13:38:19","670","4617","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","5550050500505005050055500","1","2023-12-09 13:39:16","29980"
"7","2023-12-09 13:37:51","671","4615","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:39:28","2147483647"
"10","2023-12-09 13:38:19","672","4617","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","0010001010103010101000100","0","2023-12-09 13:39:33","16580"
"7","2023-12-09 13:37:51","673","4615","2","700000000","700000700","770000000","770000770","700000000","0","2023-12-09 13:39:43","2147483647"
"10","2023-12-09 13:38:19","674","4617","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-09 13:40:02","29196"
"7","2023-12-09 13:37:51","675","4615","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:40:05","2147483647"
"7","2023-12-09 13:37:51","676","4615","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:40:20","2147483647"
"10","2023-12-09 13:38:19","677","4617","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000000500055","1","2023-12-09 13:40:29","26186"
"19","2023-12-09 13:40:07","678","4622","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:40:32","2147483647"
"7","2023-12-09 13:37:51","679","4615","5","700770000","770700000","700700770","777700000","770070070","0","2023-12-09 13:40:32","2147483647"
"10","2023-12-09 13:38:19","680","4617","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 13:40:44","15403"
"19","2023-12-09 13:40:07","681","4622","2","700000000","700000700","770000000","770000770","700000000","0","2023-12-09 13:40:45","2147483647"
"19","2023-12-09 13:40:07","682","4622","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:40:53","2147483647"
"7","2023-12-09 13:37:51","683","4615","6","110005005","330007007","050050011","070070033","030030077","0","2023-12-09 13:40:54","2147483647"
"10","2023-12-09 13:38:19","684","4617","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0031300313003030031300303","1","2023-12-09 13:41:03","18831"
"7","2023-12-09 13:37:51","685","4615","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:41:07","2147483647"
"19","2023-12-09 13:40:07","686","4622","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:41:08","2147483647"
"19","2023-12-09 13:40:07","687","4622","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 13:41:19","2147483647"
"7","2023-12-09 13:37:51","688","4615","8","330000000","000333000","330440000","000333444","000330440","0","2023-12-09 13:41:20","2147483647"
"10","2023-12-09 13:38:19","689","4617","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000600060600060000000","1","2023-12-09 13:41:35","32339"
"19","2023-12-09 13:40:07","690","4622","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:41:43","2147483647"
"19","2023-12-09 13:40:07","691","4622","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:42:05","2147483647"
"19","2023-12-09 13:40:07","692","4622","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:42:18","2147483647"
"16","2023-12-09 13:42:31","693","4626","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:42:43","2147483647"
"16","2023-12-09 13:42:31","694","4626","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 13:42:53","2147483647"
"16","2023-12-09 13:42:31","695","4626","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:43:00","2147483647"
"16","2023-12-09 13:42:31","696","4626","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:43:07","2147483647"
"16","2023-12-09 13:42:31","697","4626","5","700770000","770700000","700700770","777700000","777700000","1","2023-12-09 13:43:16","2147483647"
"16","2023-12-09 13:42:31","698","4626","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:43:33","2147483647"
"16","2023-12-09 13:42:31","699","4626","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:43:46","2147483647"
"16","2023-12-09 13:42:31","700","4626","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:43:52","2147483647"
"6","2023-12-09 13:42:24","701","4625","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:43:58","2147483647"
"40","2023-12-09 13:43:41","702","4628","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","0110155555000000000000000","1","2023-12-09 13:44:45","52446"
"6","2023-12-09 13:42:24","703","4625","2","700000000","700000700","770000000","770000770","700000700","0","2023-12-09 13:44:50","2147483647"
"40","2023-12-09 13:43:41","704","4628","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","0000005555050050555500000","0","2023-12-09 13:45:18","33637"
"6","2023-12-09 13:42:24","705","4625","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:45:27","2147483647"
"40","2023-12-09 13:43:41","706","4628","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","3020002020200020202000200","0","2023-12-09 13:46:13","54532"
"6","2023-12-09 13:42:24","707","4625","4","400400000","000400400","404404000","000404404","000500500","0","2023-12-09 13:46:25","2147483647"
"40","2023-12-09 13:43:41","708","4628","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","6000022000555003333044444","1","2023-12-09 13:46:39","25552"
"8","2023-12-09 13:45:26","709","4632","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:46:40","2147483647"
"6","2023-12-09 13:42:24","710","4625","5","700770000","770700000","700700770","777700000","770700000","0","2023-12-09 13:46:48","2147483647"
"8","2023-12-09 13:45:26","711","4632","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 13:47:06","2147483647"
"8","2023-12-09 13:45:26","712","4632","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:47:16","2147483647"
"40","2023-12-09 13:43:41","713","4628","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0005500055000000600060000","0","2023-12-09 13:47:17","37899"
"6","2023-12-09 13:42:24","714","4625","6","110005005","330007007","050050011","070070033","330007007","0","2023-12-09 13:47:29","2147483647"
"40","2023-12-09 13:43:41","715","4628","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","6666666666666666666666666","1","2023-12-09 13:47:36","19199"
"8","2023-12-09 13:45:26","716","4632","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:47:52","2147483647"
"6","2023-12-09 13:42:24","717","4625","7","110000000","111000000","000102102","102102102","111000000","0","2023-12-09 13:47:59","2147483647"
"6","2023-12-09 13:42:24","718","4625","8","330000000","000333000","330440000","000333444","000333000","0","2023-12-09 13:48:10","2147483647"
"8","2023-12-09 13:45:26","719","4632","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-09 13:48:12","2147483647"
"40","2023-12-09 13:43:41","720","4628","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0030300303003130031300313","0","2023-12-09 13:48:30","54002"
"8","2023-12-09 13:45:26","721","4632","6","110005005","330007007","050050011","070070033","050050033","0","2023-12-09 13:48:33","2147483647"
"8","2023-12-09 13:45:26","722","4632","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:48:53","2147483647"
"8","2023-12-09 13:45:26","723","4632","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:49:11","2147483647"
"40","2023-12-09 13:43:41","724","4628","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000006060000000606000000","0","2023-12-09 13:49:26","55584"
"7","2023-12-09 13:50:15","725","4643","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:50:42","2147483647"
"8","2023-12-09 13:48:59","726","4640","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:50:43","2147483647"
"7","2023-12-09 13:50:15","727","4643","2","700000000","700000700","770000000","770000770","000000770","0","2023-12-09 13:51:06","2147483647"
"45","2023-12-09 13:49:49","728","4642","1","000220220","000000200","000110110","000000100","000110110","0","2023-12-09 13:51:24","2147483647"
"7","2023-12-09 13:50:15","729","4643","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:51:26","2147483647"
"7","2023-12-09 13:50:15","730","4643","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:51:44","2147483647"
"45","2023-12-09 13:49:49","731","4642","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 13:51:54","2147483647"
"7","2023-12-09 13:50:15","732","4643","5","700770000","770700000","700700770","777700000","077007007","0","2023-12-09 13:51:55","2147483647"
"6","2023-12-09 13:51:05","733","4647","9","1101111010555551101101011","1101111010555550000000000","0110155555000101101111001","0110155555000000000000000","1101111010555550000000000","0","2023-12-09 13:51:58","32727"
"45","2023-12-09 13:49:49","734","4642","3","040040040","060060060","000444000","000666000","000666000","1","2023-12-09 13:52:04","2147483647"
"8","2023-12-09 13:48:59","735","4640","2","700000000","700000700","770000000","770000770","770000770","1","2023-12-09 13:52:12","2147483647"
"45","2023-12-09 13:49:49","736","4642","4","400400000","000400400","404404000","000404404","000404404","1","2023-12-09 13:52:24","2147483647"
"7","2023-12-09 13:50:15","737","4643","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:52:25","2147483647"
"6","2023-12-09 13:51:05","738","4647","10","0000003033030000030300000","0000003333030030333300000","5500000500005005000000500","5550050500505005050055500","0000003333030030333300000","0","2023-12-09 13:52:27","29045"
"8","2023-12-09 13:48:59","739","4640","3","040040040","060060060","000444000","000666000","000040000","0","2023-12-09 13:52:29","2147483647"
"7","2023-12-09 13:50:15","740","4643","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:52:40","2147483647"
"5","2023-12-09 13:50:52","741","4646","1","000220220","000000200","000110110","000000100","000000100","1","2023-12-09 13:52:47","2147483647"
"5","2023-12-09 13:50:52","742","4646","2","700000000","700000700","770000000","770000770","000000000","0","2023-12-09 13:52:47","2147483647"
"6","2023-12-09 13:51:05","743","4647","11","1111110001111110000000003","2222220302222220000000000","3010001010100010101000100","0020002020203020202000200","2222220302222220000000000","0","2023-12-09 13:52:59","32309"
"45","2023-12-09 13:49:49","744","4642","5","700770000","770700000","700700770","777700000","770700700","0","2023-12-09 13:53:09","2147483647"
"7","2023-12-09 13:50:15","745","4643","8","330000000","000333000","330440000","000333444","000333444","1","2023-12-09 13:53:18","2147483647"
"5","2023-12-09 13:50:52","746","4646","3","040040040","060060060","000444000","000666000","040040040","0","2023-12-09 13:53:26","2147483647"
"6","2023-12-09 13:51:05","747","4647","12","6666033333000007770011000","0000011000777006666033333","2200055500600004444433330","6000022000555003333044444","0000011000777006666033333","0","2023-12-09 13:53:29","30205"
"45","2023-12-09 13:49:49","748","4642","6","110005005","330007007","050050011","070070033","070070033","1","2023-12-09 13:53:37","2147483647"
"6","2023-12-09 13:51:05","749","4647","13","0102211022010000007722077","0002200022000000000022000","0405544055000000600560055","0005500055000000000500055","0002200022000000000022000","0","2023-12-09 13:53:38","8805"
"8","2023-12-09 13:48:59","750","4640","4","400400000","000400400","404404000","000404404","000400404","0","2023-12-09 13:53:51","2147483647"
"5","2023-12-09 13:50:52","751","4646","4","400400000","000400400","404404000","000404404","404404000","0","2023-12-09 13:53:57","2147483647"
"5","2023-12-09 13:50:52","752","4646","5","700770000","770700000","700700770","777700000","000000000","0","2023-12-09 13:53:58","2147483647"
"5","2023-12-09 13:50:52","753","4646","6","110005005","330007007","050050011","070070033","050050011","0","2023-12-09 13:54:18","2147483647"
"45","2023-12-09 13:49:49","754","4642","7","110000000","111000000","000102102","102102102","102102102","1","2023-12-09 13:54:20","2147483647"
"6","2023-12-09 13:51:05","755","4647","14","4441444244444443244444424","4444444444444444444444444","6666676666668666666768666","6666666666666666666666666","4444444444444444444444444","0","2023-12-09 13:54:24","45229"
"5","2023-12-09 13:50:52","756","4646","7","110000000","111000000","000102102","102102102","000102102","0","2023-12-09 13:54:34","2147483647"
"8","2023-12-09 13:48:59","757","4640","5","700770000","770700000","700700770","777700000","700770000","0","2023-12-09 13:54:35","2147483647"
"5","2023-12-09 13:50:52","758","4646","8","330000000","000333000","330440000","000333444","000000000","0","2023-12-09 13:54:36","2147483647"
"6","2023-12-09 13:51:05","759","4647","15","1001133333011013333311010","0000033333011013333300000","0031311313113030031311303","0031300313003030031300303","0000000000000000000000000","0","2023-12-09 13:54:50","25989"
"6","2023-12-09 13:51:05","760","4647","16","0070007070700070707000700","0000007070000000707000000","0000006660060600666000000","0000000600060600060000000","0000000000000000000000000","0","2023-12-09 13:54:50","517"
